31568	1	1	0
30734	0	0	0
31227	1	0	1
31224	0	0	0
31139	1	0	0
34076	1	0	0
32479	1	1	0
32985	1	0	0
30284	0	0	0
30072	1	0	0
34098	1	0	0
33818	1	0	0
34138	1	1	0
34165	1	0	0
30974	1	0	1
33150	1	0	0
30574	1	1	0
32162	1	0	0
32904	1	1	0
31484	1	1	0
31961	1	1	0
31616	0	0	0
31027	1	0	0
31231	1	0	0
33327	1	0	0
31276	1	0	0
33238	1	0	0
31004	0	0	0
34187	1	0	0
34421	1	0	0
34441	0	0	0
33715	0	0	0
31820	0	0	0
32578	1	0	0
32716	0	0	0
33494	1	0	0
32949	1	0	0
33195	1	0	0
33561	1	0	0
30424	1	0	0
31576	0	0	0
30576	1	0	0
33935	0	0	0
32669	1	0	0
34116	1	0	0
32847	1	1	0
32871	1	1	0
31278	1	0	1
30145	1	0	0
33504	1	0	0
32754	0	0	0
34570	1	0	0
30137	1	0	0
32921	0	0	0
33417	1	0	1
30646	1	0	0
31107	1	0	0
33964	1	1	0
33025	1	0	0
32653	0	0	0
32084	1	1	1
31833	1	0	0
30088	1	0	1
32698	0	0	0
33231	1	0	1
31549	1	0	0
33071	1	0	0
33237	1	0	0
34525	0	0	0
31574	1	0	0
33918	1	0	1
34017	0	0	0
34459	1	1	0
34560	1	0	0
30252	1	0	0
34433	1	0	0
34245	1	0	0
30691	1	1	0
31595	1	0	0
30537	1	0	0
31438	0	0	0
31804	1	1	0
32767	1	1	0
30614	1	0	0
32023	1	0	0
34196	1	0	0
31099	1	0	0
34228	1	0	0
32212	0	0	0
31570	1	0	0
31647	0	0	0
32687	1	0	1
34202	1	0	0
33771	1	0	0
32744	1	0	0
33595	1	0	0
32520	1	1	0
34527	1	0	0
32438	1	0	0
32537	1	0	0
31978	0	0	0
34020	1	0	0
33438	0	0	0
33865	1	0	0
32151	0	0	0
34388	0	0	0
30700	1	0	0
32697	1	0	0
30146	1	0	1
31066	1	0	0
31330	1	0	0
31565	1	0	0
33974	1	0	0
33016	0	0	0
33481	0	0	0
30848	1	1	0
31857	1	0	0
33553	1	0	0
30303	1	0	0
32726	1	1	0
34511	1	0	0
30552	0	0	0
31262	0	0	0
33784	1	0	0
31654	0	0	0
33883	0	0	0
30651	0	0	0
31729	1	0	0
32971	1	1	0
30800	1	1	0
30745	1	0	0
30392	1	1	0
30302	1	0	0
32249	1	0	0
32202	1	0	0
34289	0	0	0
34110	1	1	0
30165	1	0	0
30759	1	0	1
31140	0	0	0
31602	1	0	0
33642	0	0	0
33718	1	1	0
31615	1	1	0
32078	1	0	0
32571	0	0	0
32172	1	0	0
30981	1	0	0
32168	1	0	0
31522	1	0	0
34261	1	0	1
33199	1	0	0
33860	1	0	1
30766	1	0	0
33606	1	1	0
30372	1	0	0
31172	1	1	0
31992	1	0	0
33523	1	0	0
34405	1	0	0
31444	1	0	1
30777	1	0	0
32401	1	1	0
33243	1	0	0
32608	1	1	0
34359	0	0	0
31056	1	0	0
34374	1	0	0
30176	1	0	0
30420	1	0	0
32386	1	0	0
34426	1	1	0
30852	0	0	0
30950	0	0	0
33043	1	0	0
31223	1	0	0
33055	0	0	0
32705	1	0	1
31176	1	0	0
30544	0	0	0
31012	1	0	0
30993	0	0	0
32742	1	1	0
33278	0	0	0
30001	1	0	0
32444	0	0	0
34198	1	1	0
32844	1	1	0
31591	1	1	0
33469	0	0	0
30092	0	0	0
32701	1	0	1
34379	0	0	0
31788	1	1	0
31331	1	0	0
30353	1	0	0
30112	0	0	0
32370	1	0	0
33850	0	0	0
32152	1	0	0
33345	1	1	0
34369	0	0	0
33500	0	0	0
31026	0	0	0
33434	1	0	0
33527	0	0	0
30503	0	0	0
33966	0	0	0
34205	1	0	1
31719	0	0	0
31527	0	0	0
31458	1	0	1
32193	1	0	0
30036	1	0	0
33156	1	1	0
32735	0	0	0
30361	0	0	0
30175	1	0	0
30306	0	0	0
30051	0	0	0
33180	0	0	0
33801	0	0	0
33360	1	0	0
32958	1	0	0
34529	1	0	0
32753	1	0	1
30023	1	1	0
32524	1	0	0
34464	1	0	1
32208	1	1	0
30402	1	0	0
33418	1	0	1
30724	1	1	0
32124	1	0	0
32654	1	0	0
30357	1	0	0
31193	0	0	0
32314	0	0	0
33353	0	0	0
30342	0	0	0
32358	1	0	0
32586	1	1	0
33690	1	0	0
31618	1	0	0
31777	1	0	0
30087	0	0	0
30101	0	0	0
33727	1	1	0
32009	1	1	0
32473	1	0	0
33365	1	1	0
30071	1	0	0
32019	1	0	0
30453	1	0	1
34046	1	0	0
30042	1	0	0
32680	0	0	0
30416	0	0	0
34191	1	0	1
31405	1	0	0
33558	1	0	0
30600	1	1	0
31829	1	0	0
32646	1	0	0
31124	1	1	0
33379	0	0	0
33165	0	0	0
33529	0	0	0
32785	1	1	0
33287	0	0	0
30081	1	0	0
30871	0	0	0
31072	0	0	0
34145	1	0	0
33077	1	0	0
31022	1	0	0
33170	0	0	0
30365	1	0	1
31530	1	0	0
33255	0	0	0
30934	1	0	0
33132	1	0	0
32862	1	0	0
30895	1	0	1
31594	1	0	0
34287	1	0	0
31561	1	0	0
34463	1	0	0
33279	0	0	0
31134	0	0	0
31424	1	0	1
31526	1	0	0
31059	1	1	0
32657	1	0	0
30742	1	1	0
34564	1	1	0
31286	1	0	0
31492	1	0	0
34257	0	0	0
34242	1	0	0
31201	0	0	0
31844	1	0	0
31486	1	0	0
34390	1	0	0
34189	0	0	0
31889	1	0	1
30053	1	1	0
33410	0	0	0
32417	1	0	0
34386	1	0	0
32065	1	0	0
33713	1	0	0
34073	1	0	0
32236	1	0	0
30995	1	0	0
33112	1	1	0
31283	1	0	0
32619	1	0	0
34235	0	0	0
34563	1	0	0
33758	0	0	0
32724	1	0	1
30861	1	0	0
32297	1	0	0
30439	1	0	0
31887	1	0	0
32938	1	1	0
32161	1	0	0
31024	1	0	0
30012	1	1	0
30804	1	0	0
30785	1	1	0
33678	1	0	0
32490	0	0	0
31229	1	1	0
30404	1	0	0
33958	1	0	1
32829	1	0	0
30894	1	0	0
31635	1	0	0
31964	1	0	0
31456	1	1	0
33708	1	0	0
32555	1	0	0
34481	0	0	0
32077	1	0	0
30194	1	1	0
33347	1	0	0
33587	1	0	0
31141	0	0	0
31453	1	0	1
34582	1	0	0
31397	1	1	0
32455	1	0	0
32042	1	0	0
34227	1	0	1
31906	1	0	0
34462	1	0	1
32967	1	0	1
31765	1	0	1
30271	1	1	0
31772	1	1	0
30968	1	0	0
30632	1	0	0
33171	1	0	0
31268	1	0	0
33531	1	0	0
30118	1	1	0
32105	0	0	0
33249	0	0	0
32896	1	0	0
33178	1	1	0
30106	1	1	0
30970	0	0	0
33302	1	0	1
32762	0	0	0
32387	0	0	0
32638	1	0	0
34559	0	0	0
31803	1	0	0
34130	1	0	0
34095	1	0	0
31908	1	0	0
31521	1	0	1
33729	0	0	0
31435	1	0	0
33506	0	0	0
32830	1	0	0
33702	1	0	0
34500	1	0	1
32511	1	0	0
32607	1	0	0
32651	1	0	0
30694	1	0	0
31867	1	1	0
34530	1	0	0
33094	1	1	0
33848	1	1	0
30249	0	0	0
30916	0	0	0
33502	1	0	0
33152	1	0	0
33389	1	0	1
31994	0	0	0
30115	1	0	0
31475	1	0	0
32200	1	0	0
33934	0	0	0
30536	1	0	0
34407	1	0	1
31601	1	0	0
30540	1	1	0
32858	1	0	0
33695	1	0	0
30391	1	0	1
31643	1	0	0
33393	1	0	1
31686	0	0	0
31303	0	0	0
31355	1	1	0
31884	1	0	0
33098	1	1	0
34505	1	0	0
30931	0	0	0
33954	1	0	1
33120	1	0	0
33490	1	1	0
33876	1	0	0
30762	1	0	0
33872	1	0	1
34188	0	0	0
30157	1	0	1
31524	1	0	0
30329	1	0	0
33309	1	0	0
30427	1	0	0
30443	0	0	0
32893	1	0	1
33294	0	0	0
32582	1	0	1
31081	1	1	0
31038	1	0	0
34212	1	0	0
34033	1	0	0
34579	1	0	0
30363	1	0	1
31017	1	1	0
32941	1	0	0
33545	1	0	0
30836	1	0	0
31481	0	0	0
34442	1	0	0
34054	1	0	1
31981	1	0	1
30619	1	0	1
32749	1	1	0
34050	0	0	0
32115	1	0	0
30048	1	0	0
33151	1	1	0
31973	1	0	1
32106	1	1	0
32650	1	0	0
34182	1	0	1
32911	1	0	0
31924	1	0	1
33875	1	0	1
32913	1	0	0
34326	1	0	1
33317	1	1	0
33128	0	0	0
32344	1	0	0
30710	1	0	0
34355	1	0	0
31192	1	0	0
30883	0	0	0
30961	1	0	0
30236	1	0	0
30169	1	0	0
34147	1	0	0
34422	0	0	0
30103	0	0	0
33505	1	0	0
30056	1	0	0
32500	1	0	0
30519	1	0	1
33697	1	1	0
31518	1	1	0
32262	1	1	1
31776	0	0	0
32781	1	0	0
32797	1	0	0
33555	1	0	1
32255	1	0	0
30889	0	0	0
30879	0	0	0
33522	1	0	0
34248	1	0	0
32712	0	0	0
30563	0	0	0
30274	0	0	0
33046	1	0	0
31662	1	0	0
31060	1	1	0
30653	1	0	0
33466	1	1	0
32518	1	0	0
33446	1	0	0
31633	0	0	0
34246	0	0	0
32906	1	1	0
32514	1	1	0
33186	1	0	0
31502	0	0	0
31754	0	0	0
33840	1	0	0
32423	1	0	1
33301	1	0	0
31798	1	0	0
33175	0	0	0
30556	1	0	0
30560	1	0	0
