30344	1	1	1
30466	0	0	0
31084	0	0	0
34552	1	0	0
32538	1	0	0
32951	0	0	0
33564	0	0	0
31367	1	0	0
34047	0	0	0
33491	1	1	1
33064	0	0	0
32025	1	0	1
31184	1	1	1
30102	1	1	1
31454	1	0	0
32070	0	0	0
31241	0	0	0
30333	0	0	0
31923	0	1	0
31966	0	0	0
30277	0	0	0
31477	0	0	0
33750	0	0	0
31311	1	0	1
32895	1	1	1
32600	0	0	0
33630	1	1	1
31698	0	0	0
30561	0	0	0
33567	1	1	1
33796	0	0	0
33050	1	1	1
34377	1	1	1
30752	1	0	1
33470	0	0	0
30338	0	0	0
32228	0	0	0
30111	0	0	0
30131	1	0	1
34140	0	0	0
32679	0	0	0
30757	1	0	1
32433	1	0	0
33084	0	0	0
30685	0	0	0
34515	1	0	1
33370	0	0	0
33116	1	1	1
34339	0	0	0
34330	0	0	0
33863	1	1	1
33042	1	0	0
33384	0	0	0
32008	1	1	1
33661	0	0	0
34304	0	0	0
33647	0	0	0
34204	1	1	1
32618	1	0	1
33739	0	0	0
32216	0	0	0
30719	1	1	1
32410	1	1	1
33952	0	0	0
31271	0	0	0
33855	0	0	0
32235	0	0	0
33051	1	1	1
33968	0	0	0
32178	0	0	0
30029	0	0	0
33371	1	1	1
33414	0	0	0
31826	1	1	1
33572	1	0	1
31791	0	0	0
32287	0	0	0
30828	1	0	1
32918	0	0	0
30815	1	1	1
32905	0	0	0
31711	1	1	1
33993	0	0	0
30122	0	0	0
31077	0	0	0
30030	1	1	1
32373	0	1	1
32240	1	0	1
30256	0	0	0
32993	1	1	1
30130	1	0	0
30840	1	0	0
33107	1	0	0
32821	0	0	0
33756	1	0	0
30454	1	0	0
32923	1	0	0
32153	1	1	1
33671	0	0	0
32125	0	0	0
33730	0	0	0
33998	0	0	0
33710	1	0	0
30602	0	0	0
30876	1	0	0
33977	0	0	0
32521	0	0	0
31903	1	0	1
30358	0	0	0
34127	0	0	0
34578	0	0	0
34045	1	0	1
30057	0	0	0
32362	0	0	0
32130	1	0	1
33987	0	0	0
30299	1	1	1
31118	0	0	0
33162	1	0	1
32474	0	1	1
34523	0	0	0
32461	1	0	1
32546	0	0	0
32316	0	0	0
31413	1	0	0
34244	0	0	0
31661	0	0	0
30617	0	0	0
30559	1	0	0
34439	1	0	0
31213	1	1	1
30740	0	0	0
32567	1	1	1
32372	1	1	1
34224	1	0	1
31370	0	0	0
31918	1	0	0
34347	0	0	0
32789	1	0	0
34364	1	0	1
33839	0	0	0
34381	0	1	0
32768	0	0	0
33551	1	1	1
30394	1	1	1
30178	1	1	1
33361	1	0	0
31771	1	1	1
30965	1	0	0
34437	0	0	0
32605	1	0	1
31144	1	1	1
31997	0	0	0
30587	1	1	1
32747	0	0	0
33441	1	0	0
34236	0	0	0
33057	1	0	0
33076	1	0	1
33406	1	1	1
32003	0	0	0
34208	1	1	1
33894	1	0	1
32341	1	1	1
32721	1	1	1
33226	1	1	1
33440	1	0	0
33591	0	0	0
34411	1	0	1
30451	0	0	0
32509	1	0	1
33105	0	0	0
30860	0	0	0
30911	0	0	0
31202	0	0	0
33511	1	0	1
31050	0	0	0
31078	0	0	0
30584	1	0	0
32098	0	0	0
30470	1	1	1
31102	1	1	1
31926	1	1	1
32934	1	0	0
33344	0	0	0
33516	0	0	0
33599	0	0	0
33030	1	1	1
30162	1	0	1
32841	0	0	0
30872	1	0	1
31264	1	0	0
30268	1	1	1
30594	1	0	1
30070	0	0	0
32919	0	0	0
31483	1	1	1
32852	1	0	0
32330	0	0	0
32443	1	1	1
30305	0	0	0
30975	0	0	0
31750	1	0	0
32756	0	0	0
32184	0	0	0
32128	0	0	0
31873	0	0	0
33931	0	0	0
33766	0	0	0
31204	0	0	0
33311	0	0	0
34275	1	0	0
33787	0	0	0
30334	0	0	0
33122	0	0	0
30113	1	0	1
34593	0	0	0
30841	0	1	0
33569	1	0	0
33554	0	0	0
31552	1	0	0
31321	1	1	1
34091	0	0	0
31963	1	0	0
31938	0	0	0
31827	0	0	0
32535	0	0	0
30182	0	0	0
31989	1	0	0
33191	1	0	0
32248	0	0	0
30084	0	0	0
31430	1	0	0
30450	0	0	0
30506	1	1	1
33997	1	0	1
31806	1	0	1
33544	1	0	0
33013	0	0	0
31474	0	0	0
33518	0	0	0
30634	1	0	0
31033	1	0	1
30315	1	1	1
31556	1	1	1
33169	1	0	1
34063	1	0	1
32624	1	1	1
31728	0	0	0
32551	0	0	0
30858	1	1	1
33669	1	0	1
33375	0	0	0
30718	0	0	0
30906	0	0	0
32377	1	1	1
33496	0	0	0
30814	1	0	1
31494	0	0	0
34156	0	0	0
30920	1	0	0
30016	1	0	0
31214	0	0	1
32599	1	0	1
33217	1	0	0
32352	1	0	1
33415	1	0	0
34351	0	0	0
34526	0	0	0
33330	1	0	1
30789	0	0	0
34471	0	0	0
31117	1	1	1
33168	1	1	1
33142	1	0	0
33334	1	0	0
30080	0	0	0
33159	1	1	1
32898	0	0	0
32214	1	0	0
31671	0	0	0
32552	0	0	0
31660	0	0	0
31217	1	0	1
30199	0	0	0
34521	1	0	1
34586	1	1	1
32644	1	0	0
30553	1	1	1
32603	1	0	0
34489	1	0	0
32389	0	0	0
30695	1	0	0
34120	1	0	1
31677	0	0	0
32165	1	0	0
33366	1	0	0
30192	0	0	1
32445	1	0	0
32983	0	0	0
33698	1	0	1
33720	0	0	0
30208	1	1	1
32233	1	0	0
32585	0	0	0
30494	0	0	0
33047	0	0	0
30324	0	0	0
32994	0	0	0
34107	0	0	0
34166	0	0	0
31767	0	0	0
33657	1	0	1
34321	1	1	1
30618	0	0	0
31993	0	0	0
33732	0	0	0
33989	0	0	0
33074	1	1	1
34121	0	0	0
32478	1	1	1
30822	0	0	0
31270	1	0	1
30761	0	0	0
32250	1	0	1
31741	0	0	0
31354	1	1	1
31295	0	0	0
31658	1	0	1
30672	0	0	0
32790	1	1	1
30005	1	0	1
34201	1	1	1
30642	0	0	0
30622	1	0	1
34392	0	0	0
33738	0	0	0
34250	0	0	0
34268	0	0	0
31932	0	0	0
30190	1	1	1
33946	1	1	1
33922	0	0	0
30826	0	0	1
33795	0	0	0
30681	1	1	1
33753	1	0	0
34039	0	0	0
33877	0	1	0
30925	0	0	0
32729	1	0	0
32384	0	0	0
31051	1	1	1
31190	1	0	0
32504	1	1	1
33552	0	0	0
33108	0	0	0
30856	1	0	1
33832	0	0	0
33949	1	1	1
30380	1	0	0
31308	0	0	0
33556	0	0	0
34545	0	0	0
32395	1	0	1
33979	1	0	1
30508	1	0	1
33070	0	0	0
31186	0	0	1
32050	0	0	0
34585	0	0	0
30699	1	0	0
32447	0	0	0
33788	1	1	1
31470	0	0	0
33397	0	0	0
32516	0	0	0
31375	0	0	0
34028	0	0	0
32614	1	0	1
32946	0	0	0
32969	0	1	0
33649	0	0	0
34153	0	0	0
30281	0	0	0
31371	0	0	0
30670	1	0	0
30486	0	0	0
32312	0	0	0
34356	0	0	0
32568	0	0	0
34455	0	0	0
30801	0	0	0
31902	0	0	0
31384	1	0	0
34524	1	0	0
30355	1	0	0
32320	0	0	0
32306	0	0	0
34199	1	1	1
31962	1	0	1
33110	1	1	1
30459	0	0	0
31663	1	0	0
34301	1	0	0
30987	1	1	1
31379	0	0	0
33584	1	1	1
33535	0	0	0
34383	0	0	0
32135	1	1	1
32116	1	0	1
31766	1	1	1
34536	0	0	0
33712	1	0	0
