31568	0
30734	0
31227	0
31224	0
31139	0
34076	0
32479	0
32985	0
30284	0
30072	0
34098	0
33818	0
34138	0
34165	0
30974	0
33150	0
30574	0
32162	0
32904	0
31484	0
31961	0
31616	0
31027	0
31231	0
33327	0
31276	0
33238	0
31004	0
34187	0
34421	0
34441	0
33715	0
31820	0
32578	0
32716	0
33494	0
32949	0
33195	0
33561	0
30424	0
31576	0
30576	0
33935	0
32669	0
34116	0
32847	0
32871	0
31278	0
30145	0
33504	0
32754	0
34570	0
30137	0
32921	0
33417	0
30646	0
31107	0
33964	0
33025	0
32653	0
32084	0
31833	0
30088	0
32698	0
33231	0
31549	0
33071	0
33237	0
34525	0
31574	0
33918	0
34017	0
34459	0
34560	0
30252	0
34433	0
34245	0
30691	0
31595	0
30537	0
31438	0
31804	0
32767	0
30614	0
32023	0
34196	0
31099	0
34228	0
32212	0
31570	0
31647	0
32687	0
34202	0
33771	0
32744	0
33595	0
32520	0
34527	0
32438	0
32537	0
31978	0
34020	0
33438	0
33865	0
32151	0
34388	0
30700	0
32697	0
30146	0
31066	0
31330	0
31565	0
33974	0
33016	0
33481	0
30848	0
31857	0
33553	0
30303	0
32726	0
34511	0
30552	0
31262	0
33784	0
31654	0
33883	0
30651	0
31729	0
32971	0
30800	0
30745	0
30392	0
30302	0
32249	0
32202	0
34289	0
34110	0
30165	0
30759	0
31140	0
31602	0
33642	0
33718	0
31615	0
32078	0
32571	0
32172	0
30981	0
32168	0
31522	0
34261	0
33199	0
33860	0
30766	0
33606	0
30372	0
31172	0
31992	0
33523	0
34405	0
31444	0
30777	0
32401	0
33243	0
32608	0
34359	0
31056	0
34374	0
30176	0
30420	0
32386	0
34426	0
30852	0
30950	0
33043	0
31223	0
33055	0
32705	0
31176	0
30544	0
31012	0
30993	0
32742	0
33278	0
30001	0
32444	0
34198	0
32844	0
31591	0
33469	0
30092	0
32701	0
34379	0
31788	0
31331	0
30353	0
30112	0
32370	0
33850	0
32152	0
33345	0
34369	0
33500	0
31026	0
33434	0
33527	0
30503	0
33966	0
34205	0
31719	0
31527	0
31458	0
32193	0
30036	0
33156	0
32735	0
30361	0
30175	0
30306	0
30051	0
33180	0
33801	0
33360	0
32958	0
34529	0
32753	0
30023	0
32524	0
34464	0
32208	0
30402	0
33418	0
30724	0
32124	0
32654	0
30357	0
31193	0
32314	0
33353	0
30342	0
32358	0
32586	0
33690	0
31618	0
31777	0
30087	0
30101	0
33727	0
32009	0
32473	0
33365	0
30071	0
32019	0
30453	0
34046	0
30042	0
32680	0
30416	0
34191	0
31405	0
33558	0
30600	0
31829	0
32646	0
31124	0
33379	0
33165	0
33529	0
32785	0
33287	0
30081	0
30871	0
31072	0
34145	0
33077	0
31022	0
33170	0
30365	0
31530	0
33255	0
30934	0
33132	0
32862	0
30895	0
31594	0
34287	0
31561	0
34463	0
33279	0
31134	0
31424	0
31526	0
31059	0
32657	0
30742	0
34564	0
31286	0
31492	0
34257	0
34242	0
31201	0
31844	0
31486	0
34390	0
34189	0
31889	0
30053	0
33410	0
32417	0
34386	0
32065	0
33713	0
34073	0
32236	0
30995	0
33112	0
31283	0
32619	0
34235	0
34563	0
33758	0
32724	0
30861	0
32297	0
30439	0
31887	0
32938	0
32161	0
31024	0
30012	0
30804	0
30785	0
33678	0
32490	0
31229	0
30404	0
33958	0
32829	0
30894	0
31635	0
31964	0
31456	0
33708	0
32555	0
34481	0
32077	0
30194	0
33347	0
33587	0
31141	0
31453	0
34582	0
31397	0
32455	0
32042	0
34227	0
31906	0
34462	0
32967	0
31765	0
30271	0
31772	0
30968	0
30632	0
33171	0
31268	0
33531	0
30118	0
32105	0
33249	0
32896	0
33178	0
30106	0
30970	0
33302	0
32762	0
32387	0
32638	0
34559	0
31803	0
34130	0
34095	0
31908	0
31521	0
33729	0
31435	0
33506	0
32830	0
33702	0
34500	0
32511	0
32607	0
32651	0
30694	0
31867	0
34530	0
33094	0
33848	0
30249	0
30916	0
33502	0
33152	0
33389	0
31994	0
30115	0
31475	0
32200	0
33934	0
30536	0
34407	0
31601	0
30540	0
32858	0
33695	0
30391	0
31643	0
33393	0
31686	0
31303	0
31355	0
31884	0
33098	0
34505	0
30931	0
33954	0
33120	0
33490	0
33876	0
30762	0
33872	0
34188	0
30157	0
31524	0
30329	0
33309	0
30427	0
30443	0
32893	0
33294	0
32582	0
31081	0
31038	0
34212	0
34033	0
34579	0
30363	0
31017	0
32941	0
33545	0
30836	0
31481	0
34442	0
34054	0
31981	0
30619	0
32749	0
34050	0
32115	0
30048	0
33151	0
31973	0
32106	0
32650	0
34182	0
32911	0
31924	0
33875	0
32913	0
34326	0
33317	0
33128	0
32344	0
30710	0
34355	0
31192	0
30883	0
30961	0
30236	0
30169	0
34147	0
34422	0
30103	0
33505	0
30056	0
32500	0
30519	0
33697	0
31518	0
32262	0
31776	0
32781	0
32797	0
33555	0
32255	0
30889	0
30879	0
33522	0
34248	0
32712	0
30563	0
30274	0
33046	0
31662	0
31060	0
30653	0
33466	0
32518	0
33446	0
31633	0
34246	0
32906	0
32514	0
33186	0
31502	0
31754	0
33840	0
32423	0
33301	0
31798	0
33175	0
30556	0
30560	0
32720	0
30967	0
30989	0
34013	0
30197	0
31904	0
31160	0
33536	0
34517	0
30188	0
30141	0
33484	0
33396	0
33222	0
34328	0
32831	0
34574	0
31894	0
31944	0
30286	0
33781	0
33253	0
31289	0
31398	0
34594	0
33960	0
33871	0
32718	0
34015	0
30149	0
33510	0
32089	0
33773	0
30015	0
34478	0
31432	0
34264	0
32682	0
30714	0
30417	0
34258	0
32458	0
30645	0
32121	0
31399	0
33982	0
30237	0
32391	0
31868	0
31800	0
31485	0
32145	0
33663	0
31895	0
31219	0
33028	0
30432	0
30713	0
33610	0
32007	0
30601	0
33955	0
30373	0
31598	0
32177	0
34243	0
31045	0
30706	0
33056	0
32299	0
32534	0
32111	0
33947	0
31787	0
32970	0
32645	0
32865	0
30250	0
33793	0
32714	0
34276	0
30423	0
32305	0
30377	0
31155	0
34282	0
31830	0
31640	0
30387	0
33824	0
31173	0
31353	0
33873	0
32242	0
30276	0
32857	0
34117	0
33336	0
33760	0
31394	0
33893	0
31441	0
30835	0
33398	0
32436	0
32283	0
31701	0
34131	0
31985	0
31191	0
30788	0
31808	0
31023	0
34452	0
32396	0
33948	0
30577	0
33362	0
30079	0
31655	0
33528	0
31988	0
32284	0
30531	0
30298	0
30026	0
33938	0
31344	0
31680	0
32579	0
32081	0
30610	0
34460	0
33688	0
31769	0
32942	0
30960	0
31780	0
34454	0
32882	0
34213	0
32784	0
30017	0
30266	0
30502	0
33125	0
31304	0
33689	0
34336	0
34263	0
34492	0
34026	0
30890	0
32936	0
30735	0
30816	0
31115	0
31911	0
32700	0
30216	0
30882	0
33073	0
31557	0
33594	0
30275	0
32060	0
32186	0
30325	0
33324	0
30139	0
31871	0
33645	0
33886	0
33040	0
31782	0
31239	0
32224	0
31983	0
33430	0
30083	0
34278	0
31645	0
31743	0
32066	0
33103	0
34254	0
32961	0
30869	0
31874	0
34341	0
33891	0
33007	0
32673	0
32899	0
30484	0
33355	0
34468	0
33219	0
34366	0
33299	0
32140	0
30885	0
31333	0
32964	0
30703	0
30099	0
33631	0
30291	0
32523	0
30720	0
31036	0
32544	0
33288	0
30727	0
31340	0
31047	0
32778	0
34077	0
31839	0
31590	0
30603	0
33747	0
32487	0
34444	0
30918	0
33425	0
33834	0
30181	0
34059	0
30674	0
33270	0
31980	0
34064	0
33530	0
31254	0
31336	0
33426	0
30430	0
30598	0
34467	0
30126	0
30086	0
30928	0
32505	0
33808	0
30108	0
33244	0
33174	0
33421	0
31583	0
32872	0
32683	0
33673	0
34226	0
32734	0
30336	0
30269	0
33746	0
32309	0
32350	0
33927	0
33295	0
31450	0
30969	0
33692	0
31121	0
33213	0
30625	0
30278	0
33006	0
32609	0
30172	0
32965	0
31065	0
31463	0
30580	0
30085	0
31519	0
30475	0
31070	0
32453	0
34474	0
30263	0
30104	0
30259	0
33828	0
32629	0
31034	0
33000	0
31476	0
30224	0
33822	0
32470	0
30913	0
30441	0
31520	0
34320	0
33271	0
30368	0
34023	0
34549	0
31288	0
31920	0
34518	0
32404	0
32699	0
34561	0
33392	0
31306	0
34597	0
33779	0
34232	0
33088	0
31185	0
31090	0
31842	0
32499	0
31835	0
31732	0
33264	0
32926	0
31955	0
30562	0
33515	0
34137	0
31210	0
32649	0
32085	0
34449	0
31563	0
31856	0
31770	0
32685	0
34003	0
33063	0
31212	0
31265	0
30591	0
31235	0
33424	0
32922	0
30142	0
31299	0
30948	0
30133	0
34029	0
30781	0
31393	0
34501	0
33262	0
30090	0
34086	0
30633	0
32353	0
30659	0
34291	0
33184	0
32291	0
32706	0
32016	0
31267	0
32385	0
34004	0
30795	0
33778	0
33352	0
30806	0
32211	0
31959	0
33602	0
33956	0
34423	0
33220	0
30332	0
33450	0
34406	0
32501	0
30119	0
30878	0
32553	0
34572	0
34428	0
31205	0
33251	0
33983	0
32593	0
30318	0
31542	0
30323	0
31503	0
32462	0
32096	0
32719	0
33087	0
30429	0
30345	0
30290	0
32323	0
33203	0
32192	0
33305	0
31086	0
32723	0
33752	0
30721	0
32917	0
31762	0
31130	0
31796	0
33737	0
33480	0
30575	0
30201	0
31629	0
31418	0
32083	0
31651	0
30839	0
33582	0
30078	0
33216	0
30525	0
33492	0
33812	0
32488	0
34271	0
32761	0
34519	0
32199	0
33751	0
31999	0
30972	0
30068	0
32191	0
34325	0
34580	0
34476	0
32492	0
32274	0
31605	0
31029	0
34373	0
31222	0
30768	0
32079	0
30065	0
32572	0
31113	0
31364	0
31390	0
31825	0
33932	0
33368	0
34331	0
34172	0
33467	0
30705	0
34382	0
30467	0
32131	0
31600	0
30173	0
32633	0
33608	0
31831	0
32681	0
33399	0
34361	0
33707	0
34299	0
31445	0
31909	0
30069	0
31392	0
33659	0
31756	0
33358	0
34016	0
